#word	freqcount	cdcount	subtlwf	lg10wf	subtlcd	lg10cd
terroristic	2	2	0.04	0.4771	0.02	0.4771
terseness	2	2	0.04	0.4771	0.02	0.4771
tessera	2	2	0.04	0.4771	0.02	0.4771
testator	2	2	0.04	0.4771	0.02	0.4771
tete	28	2	0.55	1.4624	0.02	0.4771
tetra	3	2	0.06	0.6021	0.02	0.4771
tetras	2	2	0.04	0.4771	0.02	0.4771
thalidomide	2	2	0.04	0.4771	0.02	0.4771
thallium	8	2	0.16	0.9542	0.02	0.4771
thane	36	2	0.71	1.5682	0.02	0.4771
thanes	5	2	0.10	0.7782	0.02	0.4771
thankee	2	2	0.04	0.4771	0.02	0.4771
thatll	4	2	0.08	0.6990	0.02	0.4771
theatergoer	2	2	0.04	0.4771	0.02	0.4771
theatrically	2	2	0.04	0.4771	0.02	0.4771
thematically	2	2	0.04	0.4771	0.02	0.4771
theocracy	2	2	0.04	0.4771	0.02	0.4771
theorise	3	2	0.06	0.6021	0.02	0.4771
theosophy	3	2	0.06	0.6021	0.02	0.4771
therapeutically	2	2	0.04	0.4771	0.02	0.4771
thereabout	3	2	0.06	0.6021	0.02	0.4771
theremin	3	2	0.06	0.6021	0.02	0.4771
therewith	2	2	0.04	0.4771	0.02	0.4771
thermodynamic	2	2	0.04	0.4771	0.02	0.4771
thermoplastic	2	2	0.04	0.4771	0.02	0.4771
thickener	2	2	0.04	0.4771	0.02	0.4771
thickly	4	2	0.08	0.6990	0.02	0.4771
thicko	2	2	0.04	0.4771	0.02	0.4771
thicky	2	2	0.04	0.4771	0.02	0.4771
thighbone	2	2	0.04	0.4771	0.02	0.4771
thingumajig	2	2	0.04	0.4771	0.02	0.4771
thirstier	2	2	0.04	0.4771	0.02	0.4771
thirsts	2	2	0.04	0.4771	0.02	0.4771
thoracentesis	2	2	0.04	0.4771	0.02	0.4771
thoracostomy	3	2	0.06	0.6021	0.02	0.4771
thoracotomies	2	2	0.04	0.4771	0.02	0.4771
thornbush	4	2	0.08	0.6990	0.02	0.4771
thoroughfares	2	2	0.04	0.4771	0.02	0.4771
thracian	4	2	0.08	0.6990	0.02	0.4771
thresh	2	2	0.04	0.4771	0.02	0.4771
thrillingly	2	2	0.04	0.4771	0.02	0.4771
throu	2	2	0.04	0.4771	0.02	0.4771
thuggees	3	2	0.06	0.6021	0.02	0.4771
thuggery	2	2	0.04	0.4771	0.02	0.4771
thuggish	2	2	0.04	0.4771	0.02	0.4771
thumbhole	2	2	0.04	0.4771	0.02	0.4771
thumbless	2	2	0.04	0.4771	0.02	0.4771
thumbnails	2	2	0.04	0.4771	0.02	0.4771
thunderball	30	2	0.59	1.4914	0.02	0.4771
thunderheads	2	2	0.04	0.4771	0.02	0.4771
thunderously	3	2	0.06	0.6021	0.02	0.4771
thundershower	2	2	0.04	0.4771	0.02	0.4771
thunderstruck	2	2	0.04	0.4771	0.02	0.4771
thwack	2	2	0.04	0.4771	0.02	0.4771
thymectomy	3	2	0.06	0.6021	0.02	0.4771
thymus	3	2	0.06	0.6021	0.02	0.4771
ticketing	2	2	0.04	0.4771	0.02	0.4771
tickly	2	2	0.04	0.4771	0.02	0.4771
ticky	14	2	0.27	1.1761	0.02	0.4771
tidewater	9	2	0.18	1.0000	0.02	0.4771
tidiness	2	2	0.04	0.4771	0.02	0.4771
tightfisted	3	2	0.06	0.6021	0.02	0.4771
tightlipped	2	2	0.04	0.4771	0.02	0.4771
tightropes	2	2	0.04	0.4771	0.02	0.4771
tikes	2	2	0.04	0.4771	0.02	0.4771
tikka	2	2	0.04	0.4771	0.02	0.4771
tilbury	2	2	0.04	0.4771	0.02	0.4771
tiled	2	2	0.04	0.4771	0.02	0.4771
tiler	4	2	0.08	0.6990	0.02	0.4771
tilter	2	2	0.04	0.4771	0.02	0.4771
timbo	5	2	0.10	0.7782	0.02	0.4771
timelessness	2	2	0.04	0.4771	0.02	0.4771
timidly	2	2	0.04	0.4771	0.02	0.4771
timon	65	2	1.27	1.8195	0.02	0.4771
tinder	3	2	0.06	0.6021	0.02	0.4771
tinderbox	2	2	0.04	0.4771	0.02	0.4771
tinhorns	2	2	0.04	0.4771	0.02	0.4771
tinkled	2	2	0.04	0.4771	0.02	0.4771
tinny	2	2	0.04	0.4771	0.02	0.4771
tipoff	3	2	0.06	0.6021	0.02	0.4771
tiredness	2	2	0.04	0.4771	0.02	0.4771
tiro	2	2	0.04	0.4771	0.02	0.4771
tithes	2	2	0.04	0.4771	0.02	0.4771
tithing	2	2	0.04	0.4771	0.02	0.4771
titi	2	2	0.04	0.4771	0.02	0.4771
titleholders	2	2	0.04	0.4771	0.02	0.4771
tittering	2	2	0.04	0.4771	0.02	0.4771
titters	2	2	0.04	0.4771	0.02	0.4771
tiu	22	2	0.43	1.3617	0.02	0.4771
tln	2	2	0.04	0.4771	0.02	0.4771
tn	2	2	0.04	0.4771	0.02	0.4771
tng	2	2	0.04	0.4771	0.02	0.4771
toadies	3	2	0.06	0.6021	0.02	0.4771
toasties	2	2	0.04	0.4771	0.02	0.4771
toboggans	2	2	0.04	0.4771	0.02	0.4771
toccata	2	2	0.04	0.4771	0.02	0.4771
toeing	2	2	0.04	0.4771	0.02	0.4771
toffy	2	2	0.04	0.4771	0.02	0.4771
toiletry	3	2	0.06	0.6021	0.02	0.4771
toilettes	2	2	0.04	0.4771	0.02	0.4771
toking	2	2	0.04	0.4771	0.02	0.4771
tole	2	2	0.04	0.4771	0.02	0.4771
tolerantly	2	2	0.04	0.4771	0.02	0.4771
tollgate	2	2	0.04	0.4771	0.02	0.4771
tollhouse	2	2	0.04	0.4771	0.02	0.4771
toltec	2	2	0.04	0.4771	0.02	0.4771
toluene	4	2	0.08	0.6990	0.02	0.4771
tomography	2	2	0.04	0.4771	0.02	0.4771
tonality	2	2	0.04	0.4771	0.02	0.4771
tonights	3	2	0.06	0.6021	0.02	0.4771
tonite	4	2	0.08	0.6990	0.02	0.4771
tonk	2	2	0.04	0.4771	0.02	0.4771
tonne	2	2	0.04	0.4771	0.02	0.4771
tonnes	4	2	0.08	0.6990	0.02	0.4771
tonsorial	2	2	0.04	0.4771	0.02	0.4771
tonsure	2	2	0.04	0.4771	0.02	0.4771
tooted	2	2	0.04	0.4771	0.02	0.4771
tooter	2	2	0.04	0.4771	0.02	0.4771
toothier	2	2	0.04	0.4771	0.02	0.4771
toothsome	2	2	0.04	0.4771	0.02	0.4771
tootsy	3	2	0.06	0.6021	0.02	0.4771
topman	2	2	0.04	0.4771	0.02	0.4771
topsiders	2	2	0.04	0.4771	0.02	0.4771
topspin	2	2	0.04	0.4771	0.02	0.4771
toque	4	2	0.08	0.6990	0.02	0.4771
torchy	2	2	0.04	0.4771	0.02	0.4771
toreadors	2	2	0.04	0.4771	0.02	0.4771
torte	2	2	0.04	0.4771	0.02	0.4771
tortes	2	2	0.04	0.4771	0.02	0.4771
torticollis	2	2	0.04	0.4771	0.02	0.4771
totalitarianism	2	2	0.04	0.4771	0.02	0.4771
totten	2	2	0.04	0.4771	0.02	0.4771
totter	2	2	0.04	0.4771	0.02	0.4771
totty	2	2	0.04	0.4771	0.02	0.4771
touchhole	4	2	0.08	0.6990	0.02	0.4771
touchline	2	2	0.04	0.4771	0.02	0.4771
toughening	2	2	0.04	0.4771	0.02	0.4771
toughens	2	2	0.04	0.4771	0.02	0.4771
toughs	2	2	0.04	0.4771	0.02	0.4771
toupees	2	2	0.04	0.4771	0.02	0.4771
tourniquets	2	2	0.04	0.4771	0.02	0.4771
tovarich	2	2	0.04	0.4771	0.02	0.4771
tovarisch	3	2	0.06	0.6021	0.02	0.4771
toweling	2	2	0.04	0.4771	0.02	0.4771
townsman	3	2	0.06	0.6021	0.02	0.4771
toxemia	3	2	0.06	0.6021	0.02	0.4771
toxicological	2	2	0.04	0.4771	0.02	0.4771
toxicologists	2	2	0.04	0.4771	0.02	0.4771
toxify	2	2	0.04	0.4771	0.02	0.4771
toymaker	45	2	0.88	1.6628	0.02	0.4771
tracheostomy	3	2	0.06	0.6021	0.02	0.4771
tracheotomies	2	2	0.04	0.4771	0.02	0.4771
tradecraft	2	2	0.04	0.4771	0.02	0.4771
trademarked	2	2	0.04	0.4771	0.02	0.4771
tradespeople	2	2	0.04	0.4771	0.02	0.4771
traditionalism	2	2	0.04	0.4771	0.02	0.4771
traditionalists	2	2	0.04	0.4771	0.02	0.4771
traffickers	2	2	0.04	0.4771	0.02	0.4771
tragedian	2	2	0.04	0.4771	0.02	0.4771
trailblazers	2	2	0.04	0.4771	0.02	0.4771
trainings	4	2	0.08	0.6990	0.02	0.4771
tramell	21	2	0.41	1.3424	0.02	0.4771
trams	7	2	0.14	0.9031	0.02	0.4771
tramway	2	2	0.04	0.4771	0.02	0.4771
trancelike	2	2	0.04	0.4771	0.02	0.4771
tranquillise	2	2	0.04	0.4771	0.02	0.4771
transacting	2	2	0.04	0.4771	0.02	0.4771
transaxle	2	2	0.04	0.4771	0.02	0.4771
transceivers	2	2	0.04	0.4771	0.02	0.4771
transcriptions	2	2	0.04	0.4771	0.02	0.4771
transfixed	2	2	0.04	0.4771	0.02	0.4771
transfuser	2	2	0.04	0.4771	0.02	0.4771
transgenders	2	2	0.04	0.4771	0.02	0.4771
transgressive	2	2	0.04	0.4771	0.02	0.4771
transistorised	2	2	0.04	0.4771	0.02	0.4771
transited	3	2	0.06	0.6021	0.02	0.4771
transitioned	3	2	0.06	0.6021	0.02	0.4771
transmittable	2	2	0.04	0.4771	0.02	0.4771
transmogrification	3	2	0.06	0.6021	0.02	0.4771
transmutations	2	2	0.04	0.4771	0.02	0.4771
transoceanic	2	2	0.04	0.4771	0.02	0.4771
transorbital	2	2	0.04	0.4771	0.02	0.4771
transparencies	2	2	0.04	0.4771	0.02	0.4771
transpersonal	2	2	0.04	0.4771	0.02	0.4771
transpiring	2	2	0.04	0.4771	0.02	0.4771
transportable	2	2	0.04	0.4771	0.02	0.4771
transthoracic	2	2	0.04	0.4771	0.02	0.4771
trashcans	2	2	0.04	0.4771	0.02	0.4771
travelogue	2	2	0.04	0.4771	0.02	0.4771
traversed	2	2	0.04	0.4771	0.02	0.4771
traverses	2	2	0.04	0.4771	0.02	0.4771
trawlers	3	2	0.06	0.6021	0.02	0.4771
treacheries	2	2	0.04	0.4771	0.02	0.4771
treacherously	2	2	0.04	0.4771	0.02	0.4771
treacly	2	2	0.04	0.4771	0.02	0.4771
treaded	2	2	0.04	0.4771	0.02	0.4771
treater	2	2	0.04	0.4771	0.02	0.4771
trebled	6	2	0.12	0.8451	0.02	0.4771
trebuchet	10	2	0.20	1.0414	0.02	0.4771
treeing	2	2	0.04	0.4771	0.02	0.4771
treeless	2	2	0.04	0.4771	0.02	0.4771
trekked	2	2	0.04	0.4771	0.02	0.4771
tremolo	2	2	0.04	0.4771	0.02	0.4771
trenchant	2	2	0.04	0.4771	0.02	0.4771
trenched	2	2	0.04	0.4771	0.02	0.4771
trencher	5	2	0.10	0.7782	0.02	0.4771
trendiest	2	2	0.04	0.4771	0.02	0.4771
trendiness	2	2	0.04	0.4771	0.02	0.4771
trending	2	2	0.04	0.4771	0.02	0.4771
trepanation	2	2	0.04	0.4771	0.02	0.4771
treys	2	2	0.04	0.4771	0.02	0.4771
trialed	2	2	0.04	0.4771	0.02	0.4771
tribulation	2	2	0.04	0.4771	0.02	0.4771
triceratops	2	2	0.04	0.4771	0.02	0.4771
trichloride	3	2	0.06	0.6021	0.02	0.4771
trichosis	2	2	0.04	0.4771	0.02	0.4771
tricker	5	2	0.10	0.7782	0.02	0.4771
trickles	2	2	0.04	0.4771	0.02	0.4771
tricksy	4	2	0.08	0.6990	0.02	0.4771
tricuspid	2	2	0.04	0.4771	0.02	0.4771
trigram	2	2	0.04	0.4771	0.02	0.4771
trinary	2	2	0.04	0.4771	0.02	0.4771
trios	2	2	0.04	0.4771	0.02	0.4771
triphenylmethane	2	2	0.04	0.4771	0.02	0.4771
triplet	2	2	0.04	0.4771	0.02	0.4771
tripods	3	2	0.06	0.6021	0.02	0.4771
triptych	2	2	0.04	0.4771	0.02	0.4771
trisome	2	2	0.04	0.4771	0.02	0.4771
trisomy	2	2	0.04	0.4771	0.02	0.4771
triste	2	2	0.04	0.4771	0.02	0.4771
tristram	2	2	0.04	0.4771	0.02	0.4771
trivializes	2	2	0.04	0.4771	0.02	0.4771
tromped	2	2	0.04	0.4771	0.02	0.4771
trooped	2	2	0.04	0.4771	0.02	0.4771
tropes	2	2	0.04	0.4771	0.02	0.4771
troths	2	2	0.04	0.4771	0.02	0.4771
troubleshooting	2	2	0.04	0.4771	0.02	0.4771
troupers	2	2	0.04	0.4771	0.02	0.4771
troupes	2	2	0.04	0.4771	0.02	0.4771
trouts	2	2	0.04	0.4771	0.02	0.4771
trovatore	2	2	0.04	0.4771	0.02	0.4771
trow	2	2	0.04	0.4771	0.02	0.4771
truckman	3	2	0.06	0.6021	0.02	0.4771
truism	2	2	0.04	0.4771	0.02	0.4771
trun	2	2	0.04	0.4771	0.02	0.4771
truncated	2	2	0.04	0.4771	0.02	0.4771
truncheons	2	2	0.04	0.4771	0.02	0.4771
trunkless	2	2	0.04	0.4771	0.02	0.4771
tryptophan	4	2	0.08	0.6990	0.02	0.4771
trysting	2	2	0.04	0.4771	0.02	0.4771
tsp	3	2	0.06	0.6021	0.02	0.4771
tsun	7	2	0.14	0.9031	0.02	0.4771
tua	2	2	0.04	0.4771	0.02	0.4771
tubas	2	2	0.04	0.4771	0.02	0.4771
tuberoses	3	2	0.06	0.6021	0.02	0.4771
tubful	2	2	0.04	0.4771	0.02	0.4771
tubules	2	2	0.04	0.4771	0.02	0.4771
tuckahoe	2	2	0.04	0.4771	0.02	0.4771
tufan	3	2	0.06	0.6021	0.02	0.4771
tuft	2	2	0.04	0.4771	0.02	0.4771
tufted	2	2	0.04	0.4771	0.02	0.4771
tugboats	2	2	0.04	0.4771	0.02	0.4771
tula	4	2	0.08	0.6990	0.02	0.4771
tumescent	3	2	0.06	0.6021	0.02	0.4771
tuppenny	2	2	0.04	0.4771	0.02	0.4771
turbocharger	2	2	0.04	0.4771	0.02	0.4771
turbos	2	2	0.04	0.4771	0.02	0.4771
turfdom	2	2	0.04	0.4771	0.02	0.4771
turfs	4	2	0.08	0.6990	0.02	0.4771
turmeric	2	2	0.04	0.4771	0.02	0.4771
turnbuckle	3	2	0.06	0.6021	0.02	0.4771
turnoffs	4	2	0.08	0.6990	0.02	0.4771
turtled	2	2	0.04	0.4771	0.02	0.4771
turtlehead	2	2	0.04	0.4771	0.02	0.4771
tuscarora	21	2	0.41	1.3424	0.02	0.4771
tutting	2	2	0.04	0.4771	0.02	0.4771
tuxedoes	2	2	0.04	0.4771	0.02	0.4771
twanging	2	2	0.04	0.4771	0.02	0.4771
twangling	2	2	0.04	0.4771	0.02	0.4771
twanky	11	2	0.22	1.0792	0.02	0.4771
tweaky	2	2	0.04	0.4771	0.02	0.4771
tweeting	3	2	0.06	0.6021	0.02	0.4771
tweezer	2	2	0.04	0.4771	0.02	0.4771
tweezes	2	2	0.04	0.4771	0.02	0.4771
twentyfold	2	2	0.04	0.4771	0.02	0.4771
twi	2	2	0.04	0.4771	0.02	0.4771
twiddled	2	2	0.04	0.4771	0.02	0.4771
twigged	2	2	0.04	0.4771	0.02	0.4771
twilights	2	2	0.04	0.4771	0.02	0.4771
twilit	2	2	0.04	0.4771	0.02	0.4771
twitcher	5	2	0.10	0.7782	0.02	0.4771
tympanic	2	2	0.04	0.4771	0.02	0.4771
tyne	2	2	0.04	0.4771	0.02	0.4771
typecasting	2	2	0.04	0.4771	0.02	0.4771
typesetter	2	2	0.04	0.4771	0.02	0.4771
tyrannis	2	2	0.04	0.4771	0.02	0.4771
tyrolean	2	2	0.04	0.4771	0.02	0.4771
tyros	4	2	0.08	0.6990	0.02	0.4771
tzedakah	3	2	0.06	0.6021	0.02	0.4771
ubiquity	2	2	0.04	0.4771	0.02	0.4771
ufology	3	2	0.06	0.6021	0.02	0.4771
uhuru	3	2	0.06	0.6021	0.02	0.4771
ui	3	2	0.06	0.6021	0.02	0.4771
ulcerative	2	2	0.04	0.4771	0.02	0.4771
ultimo	2	2	0.04	0.4771	0.02	0.4771
ultrarapid	7	2	0.14	0.9031	0.02	0.4771
ultrasuede	2	2	0.04	0.4771	0.02	0.4771
umlauts	4	2	0.08	0.6990	0.02	0.4771
umpiring	2	2	0.04	0.4771	0.02	0.4771
unabridged	2	2	0.04	0.4771	0.02	0.4771
unaccepting	2	2	0.04	0.4771	0.02	0.4771
unaccommodating	2	2	0.04	0.4771	0.02	0.4771
unadventurous	2	2	0.04	0.4771	0.02	0.4771
unadvised	2	2	0.04	0.4771	0.02	0.4771
unaffiliated	2	2	0.04	0.4771	0.02	0.4771
unaffordable	2	2	0.04	0.4771	0.02	0.4771
unalienable	2	2	0.04	0.4771	0.02	0.4771
unanimity	2	2	0.04	0.4771	0.02	0.4771
unapt	2	2	0.04	0.4771	0.02	0.4771
unarguably	2	2	0.04	0.4771	0.02	0.4771
unasked	2	2	0.04	0.4771	0.02	0.4771
unassailable	4	2	0.08	0.6990	0.02	0.4771
unassailed	2	2	0.04	0.4771	0.02	0.4771
unavailability	2	2	0.04	0.4771	0.02	0.4771
unbeautiful	2	2	0.04	0.4771	0.02	0.4771
unbelieve	2	2	0.04	0.4771	0.02	0.4771
unbend	2	2	0.04	0.4771	0.02	0.4771
unbleached	2	2	0.04	0.4771	0.02	0.4771
unblessed	3	2	0.06	0.6021	0.02	0.4771
unbolt	2	2	0.04	0.4771	0.02	0.4771
unbottle	2	2	0.04	0.4771	0.02	0.4771
unbought	2	2	0.04	0.4771	0.02	0.4771
unbuild	2	2	0.04	0.4771	0.02	0.4771
uncashed	2	2	0.04	0.4771	0.02	0.4771
uncatchable	4	2	0.08	0.6990	0.02	0.4771
uncaught	2	2	0.04	0.4771	0.02	0.4771
unchaperoned	2	2	0.04	0.4771	0.02	0.4771
unchartered	2	2	0.04	0.4771	0.02	0.4771
unchaste	2	2	0.04	0.4771	0.02	0.4771
uncheck	2	2	0.04	0.4771	0.02	0.4771
unclouded	2	2	0.04	0.4771	0.02	0.4771
uncock	2	2	0.04	0.4771	0.02	0.4771
uncoded	2	2	0.04	0.4771	0.02	0.4771
uncoil	2	2	0.04	0.4771	0.02	0.4771
uncomfortableness	2	2	0.04	0.4771	0.02	0.4771
uncompromised	2	2	0.04	0.4771	0.02	0.4771
unconfined	2	2	0.04	0.4771	0.02	0.4771
unconscionably	2	2	0.04	0.4771	0.02	0.4771
unconsecrated	2	2	0.04	0.4771	0.02	0.4771
unconsoled	2	2	0.04	0.4771	0.02	0.4771
uncontestable	2	2	0.04	0.4771	0.02	0.4771
uncontroversial	8	2	0.16	0.9542	0.02	0.4771
unconventionality	2	2	0.04	0.4771	0.02	0.4771
uncorking	2	2	0.04	0.4771	0.02	0.4771
uncreative	2	2	0.04	0.4771	0.02	0.4771
uncredited	2	2	0.04	0.4771	0.02	0.4771
uncritical	2	2	0.04	0.4771	0.02	0.4771
uncurl	4	2	0.08	0.6990	0.02	0.4771
undefiled	2	2	0.04	0.4771	0.02	0.4771
underachieving	2	2	0.04	0.4771	0.02	0.4771
underbidding	2	2	0.04	0.4771	0.02	0.4771
undercharged	2	2	0.04	0.4771	0.02	0.4771
undercook	2	2	0.04	0.4771	0.02	0.4771
underlies	2	2	0.04	0.4771	0.02	0.4771
underpaying	2	2	0.04	0.4771	0.02	0.4771
underqualified	2	2	0.04	0.4771	0.02	0.4771
underrating	2	2	0.04	0.4771	0.02	0.4771
underscoring	2	2	0.04	0.4771	0.02	0.4771
undersell	2	2	0.04	0.4771	0.02	0.4771
undershoot	2	2	0.04	0.4771	0.02	0.4771
understudying	2	2	0.04	0.4771	0.02	0.4771
underwritten	2	2	0.04	0.4771	0.02	0.4771
undirected	2	2	0.04	0.4771	0.02	0.4771
undischarged	2	2	0.04	0.4771	0.02	0.4771
undistracted	2	2	0.04	0.4771	0.02	0.4771
undoable	2	2	0.04	0.4771	0.02	0.4771
undoubted	2	2	0.04	0.4771	0.02	0.4771
undramatic	2	2	0.04	0.4771	0.02	0.4771
undyingly	2	2	0.04	0.4771	0.02	0.4771
unearthing	2	2	0.04	0.4771	0.02	0.4771
unelected	2	2	0.04	0.4771	0.02	0.4771
unemploy	2	2	0.04	0.4771	0.02	0.4771
unenthusiastic	2	2	0.04	0.4771	0.02	0.4771
unequipped	2	2	0.04	0.4771	0.02	0.4771
unerring	2	2	0.04	0.4771	0.02	0.4771
unessential	2	2	0.04	0.4771	0.02	0.4771
unevenly	2	2	0.04	0.4771	0.02	0.4771
unexceptional	3	2	0.06	0.6021	0.02	0.4771
unexciting	2	2	0.04	0.4771	0.02	0.4771
unexplainably	2	2	0.04	0.4771	0.02	0.4771
unexpurgated	2	2	0.04	0.4771	0.02	0.4771
unfailingly	2	2	0.04	0.4771	0.02	0.4771
unfaithfulness	2	2	0.04	0.4771	0.02	0.4771
unfashionably	2	2	0.04	0.4771	0.02	0.4771
unfeminine	2	2	0.04	0.4771	0.02	0.4771
unfertilized	2	2	0.04	0.4771	0.02	0.4771
unfired	2	2	0.04	0.4771	0.02	0.4771
unflinchingly	2	2	0.04	0.4771	0.02	0.4771
ung	4	2	0.08	0.6990	0.02	0.4771
ungallant	2	2	0.04	0.4771	0.02	0.4771
ungettable	3	2	0.06	0.6021	0.02	0.4771
unharness	2	2	0.04	0.4771	0.02	0.4771
unhitched	2	2	0.04	0.4771	0.02	0.4771
unhitching	2	2	0.04	0.4771	0.02	0.4771
unhittable	2	2	0.04	0.4771	0.02	0.4771
unhooks	2	2	0.04	0.4771	0.02	0.4771
unhorsed	2	2	0.04	0.4771	0.02	0.4771
unimpaired	2	2	0.04	0.4771	0.02	0.4771
uninspected	2	2	0.04	0.4771	0.02	0.4771
uninsurable	2	2	0.04	0.4771	0.02	0.4771
uninviting	2	2	0.04	0.4771	0.02	0.4771
unionism	2	2	0.04	0.4771	0.02	0.4771
unjustifiably	2	2	0.04	0.4771	0.02	0.4771
unkenneled	2	2	0.04	0.4771	0.02	0.4771
unkillable	3	2	0.06	0.6021	0.02	0.4771
unkindest	2	2	0.04	0.4771	0.02	0.4771
unkissed	2	2	0.04	0.4771	0.02	0.4771
unlighted	2	2	0.04	0.4771	0.02	0.4771
unlikelihood	2	2	0.04	0.4771	0.02	0.4771
unlineal	2	2	0.04	0.4771	0.02	0.4771
unliving	3	2	0.06	0.6021	0.02	0.4771
unlovely	2	2	0.04	0.4771	0.02	0.4771
unloving	2	2	0.04	0.4771	0.02	0.4771
unlubricated	3	2	0.06	0.6021	0.02	0.4771
unmanner	3	2	0.06	0.6021	0.02	0.4771
unmannered	2	2	0.04	0.4771	0.02	0.4771
unmasks	2	2	0.04	0.4771	0.02	0.4771
unmaterialistic	2	2	0.04	0.4771	0.02	0.4771
unmended	2	2	0.04	0.4771	0.02	0.4771
unmentioned	2	2	0.04	0.4771	0.02	0.4771
unmodified	2	2	0.04	0.4771	0.02	0.4771
unmolested	2	2	0.04	0.4771	0.02	0.4771
unmount	2	2	0.04	0.4771	0.02	0.4771
unmounted	2	2	0.04	0.4771	0.02	0.4771
unnameable	2	2	0.04	0.4771	0.02	0.4771
unneeded	3	2	0.06	0.6021	0.02	0.4771
unnumbered	5	2	0.10	0.7782	0.02	0.4771
unopinionated	2	2	0.04	0.4771	0.02	0.4771
unordained	2	2	0.04	0.4771	0.02	0.4771
unpalatable	2	2	0.04	0.4771	0.02	0.4771
unpatrolled	2	2	0.04	0.4771	0.02	0.4771
unpeel	2	2	0.04	0.4771	0.02	0.4771
unpeeled	2	2	0.04	0.4771	0.02	0.4771
unpick	2	2	0.04	0.4771	0.02	0.4771
unpickable	3	2	0.06	0.6021	0.02	0.4771
unpleasantly	2	2	0.04	0.4771	0.02	0.4771
unpleasantries	2	2	0.04	0.4771	0.02	0.4771
unplucked	2	2	0.04	0.4771	0.02	0.4771
unpopularity	2	2	0.04	0.4771	0.02	0.4771
unpractical	2	2	0.04	0.4771	0.02	0.4771
unpretty	2	2	0.04	0.4771	0.02	0.4771
unpriestly	2	2	0.04	0.4771	0.02	0.4771
unpure	6	2	0.12	0.8451	0.02	0.4771
unquestionable	2	2	0.04	0.4771	0.02	0.4771
unquiet	2	2	0.04	0.4771	0.02	0.4771
unrealized	2	2	0.04	0.4771	0.02	0.4771
unreason	2	2	0.04	0.4771	0.02	0.4771
unrecognisable	2	2	0.04	0.4771	0.02	0.4771
unrecognised	2	2	0.04	0.4771	0.02	0.4771
unreconstructed	2	2	0.04	0.4771	0.02	0.4771
unredeemable	2	2	0.04	0.4771	0.02	0.4771
unrefrigerated	2	2	0.04	0.4771	0.02	0.4771
unrefuted	2	2	0.04	0.4771	0.02	0.4771
unreleased	2	2	0.04	0.4771	0.02	0.4771
unremittingly	2	2	0.04	0.4771	0.02	0.4771
unrepresented	2	2	0.04	0.4771	0.02	0.4771
unreservedly	2	2	0.04	0.4771	0.02	0.4771
unrevealed	2	2	0.04	0.4771	0.02	0.4771
unrewarding	3	2	0.06	0.6021	0.02	0.4771
unripe	2	2	0.04	0.4771	0.02	0.4771
unrolling	2	2	0.04	0.4771	0.02	0.4771
unrolls	2	2	0.04	0.4771	0.02	0.4771
unruffled	2	2	0.04	0.4771	0.02	0.4771
unsaddle	3	2	0.06	0.6021	0.02	0.4771
unsaddled	2	2	0.04	0.4771	0.02	0.4771
unsanctioned	2	2	0.04	0.4771	0.02	0.4771
unsaved	2	2	0.04	0.4771	0.02	0.4771
unscrambles	2	2	0.04	0.4771	0.02	0.4771
unscrews	2	2	0.04	0.4771	0.02	0.4771
unsealing	2	2	0.04	0.4771	0.02	0.4771
unseated	2	2	0.04	0.4771	0.02	0.4771
unsee	2	2	0.04	0.4771	0.02	0.4771
unsettlement	2	2	0.04	0.4771	0.02	0.4771
unsex	2	2	0.04	0.4771	0.02	0.4771
unshakeable	2	2	0.04	0.4771	0.02	0.4771
unshaved	2	2	0.04	0.4771	0.02	0.4771
unsheathed	2	2	0.04	0.4771	0.02	0.4771
unship	2	2	0.04	0.4771	0.02	0.4771
unshod	2	2	0.04	0.4771	0.02	0.4771
unshrink	2	2	0.04	0.4771	0.02	0.4771
unskilled	3	2	0.06	0.6021	0.02	0.4771
unsmiling	6	2	0.12	0.8451	0.02	0.4771
unsnapped	2	2	0.04	0.4771	0.02	0.4771
unspecific	2	2	0.04	0.4771	0.02	0.4771
unsponsored	2	2	0.04	0.4771	0.02	0.4771
unsporting	2	2	0.04	0.4771	0.02	0.4771
unstably	2	2	0.04	0.4771	0.02	0.4771
unstained	3	2	0.06	0.6021	0.02	0.4771
unstructured	2	2	0.04	0.4771	0.02	0.4771
unsupportable	2	2	0.04	0.4771	0.02	0.4771
unswerving	2	2	0.04	0.4771	0.02	0.4771
unthinking	2	2	0.04	0.4771	0.02	0.4771
unthreatened	2	2	0.04	0.4771	0.02	0.4771
unties	2	2	0.04	0.4771	0.02	0.4771
untimed	2	2	0.04	0.4771	0.02	0.4771
untruths	2	2	0.04	0.4771	0.02	0.4771
untwist	2	2	0.04	0.4771	0.02	0.4771
unvanquished	4	2	0.08	0.6990	0.02	0.4771
unwedded	2	2	0.04	0.4771	0.02	0.4771
unwelcomed	2	2	0.04	0.4771	0.02	0.4771
unwinnable	11	2	0.22	1.0792	0.02	0.4771
unwisely	2	2	0.04	0.4771	0.02	0.4771
unworldly	2	2	0.04	0.4771	0.02	0.4771
unworthiest	2	2	0.04	0.4771	0.02	0.4771
unwound	2	2	0.04	0.4771	0.02	0.4771
upbringings	2	2	0.04	0.4771	0.02	0.4771
upheavals	2	2	0.04	0.4771	0.02	0.4771
upland	2	2	0.04	0.4771	0.02	0.4771
uplands	5	2	0.10	0.7782	0.02	0.4771
